INT1	INT2	Co-expression	Genetic interactions	Protein-protein interactions (high-throughput)	Domain co-occurrence	Genomic context	Phylogenetic similarity	Predicted from 3D structure	Conditional genetic interactions	Co-citation	Protein-protein interactions (low-throughput)	Co-expression	Genetic interactions	Protein-protein interactions (high-throughput)	Domain co-occurrence	Genomic context	Phylogenetic similarity	Predicted from 3D structure	Conditional genetic interactions	Co-citation	Protein-protein interactions (low-throughput)
PEP7	PEP3	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.807	0.949	0	0	0	0	0	0	0	0	24165882	24165882
PEP7	PEP5	0.658	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.802	0.954	15899877	0	0	0	0	0	0	0	24165882	24165882
PEP7	ARL3	0.000	0.027	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	21987634	0	0	0	0	0	0	0	0
PEP7	BPH1	0.000	0.797	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	21987634	0	0	0	0	0	0	0	0
PEP7	CDC15	0.624	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	21931566	0	0	0	0	0	0	0	0	0
PEP7	CTK1	0.000	0.170	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	21987634	0	0	0	0	0	0	0	0
PEP7	YIM1	0.000	0.311	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	21987634	0	0	0	0	0	0	0	0
PEP7	AOS1	0.657	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	23826764	0	0	0	0	0	0	0	0	0
PEP7	ATG22	0.000	0.462	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	21987634	0	0	0	0	0	0	0	0
PEP7	MIG1	0.000	0.000	0.000	0.420	0.000	0.000	0.000	0.000	0.000	0.000	0	0	0	24165882	0	0	0	0	0	0
PEP7	ADR1	0.000	0.000	0.000	0.420	0.000	0.000	0.000	0.000	0.000	0.000	0	0	0	24165882	0	0	0	0	0	0
PEP7	RIM15	0.000	0.087	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	21987634	0	0	0	0	0	0	0	0
PEP7	SMK1	0.049	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	25177541	0	0	0	0	0	0	0	0	0
PEP7	STE50	0.000	0.147	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	21987634	0	0	0	0	0	0	0	0
PEP7	UBP3	0.000	0.793	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	21987634	0	0	0	0	0	0	0	0
PEP7	IRS4	0.000	0.028	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	21987634	0	0	0	0	0	0	0	0
PEP7	VPS1	0.000	0.838	0.000	0.000	0.000	0.000	0.000	0.000	0.842	0.000	0	21987634	0	0	0	0	0	0	24165882	0
PEP7	ELM1	0.000	0.179	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	21987634	0	0	0	0	0	0	0	0
PEP7	NHX1	0.000	0.921	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	21987634	0	0	0	0	0	0	0	0
PEP7	KHA1	0.660	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	21931566	0	0	0	0	0	0	0	0	0
PEP7	BET3	0.000	0.263	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	21987634	0	0	0	0	0	0	0	0
PEP7	COG7	0.000	0.331	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	21987634	0	0	0	0	0	0	0	0
PEP7	COG6	0.000	0.461	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	21987634	0	0	0	0	0	0	0	0
PEP7	COG5	0.000	0.393	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	21987634	0	0	0	0	0	0	0	0
PEP7	TRS20	0.000	0.013	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	21987634	0	0	0	0	0	0	0	0
PEP7	VPS34	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.770	0.000	0	0	0	0	0	0	0	0	24165882	0
PEP7	MON1	0.000	0.000	0.440	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	0	22940862	0	0	0	0	0	0	0
PEP7	YPT31	0.000	0.217	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	21987634	0	0	0	0	0	0	0	0
PEP7	RTG3	0.000	0.232	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	21987634	0	0	0	0	0	0	0	0
PEP7	WSC3	0.220	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	21931566	0	0	0	0	0	0	0	0	0
PEP7	MSN4	0.000	0.000	0.000	0.420	0.000	0.000	0.000	0.000	0.000	0.000	0	0	0	24165882	0	0	0	0	0	0
PEP7	MSN2	0.000	0.000	0.000	0.420	0.000	0.000	0.000	0.000	0.000	0.000	0	0	0	24165882	0	0	0	0	0	0
PEP7	AFT1	0.000	0.005	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	21987634	0	0	0	0	0	0	0	0
PEP7	ZAP1	0.000	0.000	0.000	0.420	0.000	0.000	0.000	0.000	0.000	0.000	0	0	0	24165882	0	0	0	0	0	0
PEP7	VMA1	0.000	0.847	0.000	0.000	0.000	0.000	0.000	0.000	0.319	0.000	0	21987634	0	0	0	0	0	0	24165882	0
PEP7	GET3	0.000	0.434	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	21987634	0	0	0	0	0	0	0	0
PEP7	BEM1	0.000	0.695	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	21987634	0	0	0	0	0	0	0	0
PEP7	MDH1	0.000	0.447	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	21987634	0	0	0	0	0	0	0	0
PEP7	SNF1	0.000	0.801	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	21987634	0	0	0	0	0	0	0	0
PEP7	TIM18	0.000	0.302	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	21987634	0	0	0	0	0	0	0	0
PEP7	CSG2	0.000	0.543	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	21987634	0	0	0	0	0	0	0	0
PEP7	ARV1	0.000	0.549	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	21987634	0	0	0	0	0	0	0	0
PEP7	TOS3	0.604	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	21931566	0	0	0	0	0	0	0	0	0
PEP7	YCK3	0.000	0.466	0.000	0.000	0.000	0.000	0.000	0.000	0.673	0.000	0	21987634	0	0	0	0	0	0	24165882	0
PEP7	FMP48	0.000	0.008	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	21987634	0	0	0	0	0	0	0	0
PEP7	KES1	0.000	0.535	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	21987634	0	0	0	0	0	0	0	0
PEP7	ATG26	0.148	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	15899877	0	0	0	0	0	0	0	0	0
PEP7	TPS2	0.000	0.095	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	21987634	0	0	0	0	0	0	0	0
PEP7	FAB1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.941	0.000	0	0	0	0	0	0	0	0	24165882	0
PEP7	CSF1	0.000	0.266	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	21987634	0	0	0	0	0	0	0	0
PEP7	VMA2	0.000	0.776	0.000	0.000	0.000	0.000	0.000	0.000	0.461	0.000	0	21987634	0	0	0	0	0	0	24165882	0
PEP7	DOA4	0.000	0.495	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	21987634	0	0	0	0	0	0	0	0
PEP7	ERD1	0.000	0.632	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	21987634	0	0	0	0	0	0	0	0
PEP7	YDR018C	0.553	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Stanford Microarray Database Osmotic	0	0	0	0	0	0	0	0	0
PEP7	PFA3	0.940	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	21931566	0	0	0	0	0	0	0	0	0
PEP7	YPT52	0.000	0.000	0.605	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	0	11283351	0	0	0	0	0	0	0
PEP7	VPS13	0.000	0.773	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	21987634	0	0	0	0	0	0	0	0
PEP7	SFT2	0.139	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	25177541	0	0	0	0	0	0	0	0	0
PEP7	GET2	0.000	0.864	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	21987634	0	0	0	0	0	0	0	0
PEP7	VPS52	0.241	0.840	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	22719263	21987634	0	0	0	0	0	0	0	0
PEP7	GET1	0.000	0.850	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	21987634	0	0	0	0	0	0	0	0
PEP7	BRE5	0.000	0.743	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	21987634	0	0	0	0	0	0	0	0
PEP7	VMA11	0.000	0.866	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	21987634	0	0	0	0	0	0	0	0
PEP7	VPS4	0.000	0.522	0.000	0.000	0.000	0.000	0.000	0.000	0.901	0.000	0	21987634	0	0	0	0	0	0	24165882	0
PEP7	AUR1	0.000	0.382	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	21987634	0	0	0	0	0	0	0	0
PEP7	GYP7	0.000	0.733	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	21987634	0	0	0	0	0	0	0	0
PEP7	GYP1	0.000	0.811	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	21987634	0	0	0	0	0	0	0	0
PEP7	VMA22	0.000	0.845	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	21987634	0	0	0	0	0	0	0	0
PEP7	VPH2	0.000	0.867	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	21987634	0	0	0	0	0	0	0	0
PEP7	SAC1	0.000	0.914	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	21987634	0	0	0	0	0	0	0	0
PEP7	PKR1	0.000	0.571	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	21987634	0	0	0	0	0	0	0	0
VPS3	YPT7	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.822	0.000	0	0	0	0	0	0	0	0	24165882	0
VPS3	VPS9	0.000	0.751	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	20093466	0	0	0	0	0	0	0	0
VPS3	PEP12	0.000	0.985	0.000	0.000	0.000	0.000	0.000	0.000	0.934	0.000	0	20093466	0	0	0	0	0	0	24165882	0
VPS3	VPS21	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.690	0.802	0	0	0	0	0	0	0	0	24165882	24165882
VPS3	SEC18	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.098	0.000	0	0	0	0	0	0	0	0	24165882	0
VPS3	ATG9	0.310	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	19158363	0	0	0	0	0	0	0	0	0
VPS3	SEC7	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.563	0.000	0	0	0	0	0	0	0	0	24165882	0
VPS3	ATG1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.232	0.000	0	0	0	0	0	0	0	0	24165882	0
VPS3	ATG17	0.607	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	23826764	0	0	0	0	0	0	0	0	0
VPS3	VPS30	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.945	0.000	0	0	0	0	0	0	0	0	24165882	0
VPS3	ATG14	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.640	0.000	0	0	0	0	0	0	0	0	24165882	0
VPS3	CDC48	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.116	0.000	0	0	0	0	0	0	0	0	24165882	0
VPS3	VAM3	0.000	0.477	0.000	0.000	0.000	0.000	0.000	0.000	0.723	0.000	0	20093466	0	0	0	0	0	0	24165882	0
VPS3	SSB1	0.000	0.000	0.007	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	0	16429126	0	0	0	0	0	0	0
VPS3	TOR2	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.597	0.000	0	0	0	0	0	0	0	0	24165882	0
VPS3	TOR1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.093	0.000	0	0	0	0	0	0	0	0	24165882	0
VPS3	SSA1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.240	0	0	0	0	0	0	0	0	0	24165882
VPS3	RIC1	0.248	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	23826764	0	0	0	0	0	0	0	0	0
VPS3	VPS8	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.908	0.940	0	0	0	0	0	0	0	0	24165882	24165882
VPS3	APM3	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.906	0	0	0	0	0	0	0	0	0	24165882
VPS3	VPS27	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.699	0.000	0	0	0	0	0	0	0	0	24165882	0
VPS3	TLG2	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.361	0.000	0	0	0	0	0	0	0	0	24165882	0
VPS3	SEC17	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.285	0.000	0	0	0	0	0	0	0	0	24165882	0
VPS3	PEP3	0.438	0.913	0.000	0.000	0.000	0.000	0.000	0.000	0.916	0.886	19680226	20093466	0	0	0	0	0	0	24165882	24165882
VPS3	VTI1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.757	0.000	0	0	0	0	0	0	0	0	24165882	0
VPS3	PEP5	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.931	0.906	0	0	0	0	0	0	0	0	24165882	24165882
VPS3	HSL1	0.077	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	21701562	0	0	0	0	0	0	0	0	0
VPS3	SAP155	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.361	0.000	0	0	0	0	0	0	0	0	24165882	0
VPS3	ADR1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.057	0.000	0	0	0	0	0	0	0	0	24165882	0
VPS3	TAF5	0.000	0.000	0.610	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	0	16429126	0	0	0	0	0	0	0
VPS3	STP22	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.375	0.000	0	0	0	0	0	0	0	0	24165882	0
VPS3	VPS1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.000	0.000	0	0	0	0	0	0	0	0	24165882	0
VPS3	NHX1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.189	0.000	0	0	0	0	0	0	0	0	24165882	0
VPS3	KHA1	0.202	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	19158363	0	0	0	0	0	0	0	0	0
VPS3	COG5	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.575	0.000	0	0	0	0	0	0	0	0	24165882	0
VPS3	RAS2	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.110	0.000	0	0	0	0	0	0	0	0	24165882	0
VPS3	VPS34	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.000	0.000	0	0	0	0	0	0	0	0	24165882	0
VPS3	SEC2	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.055	0.000	0	0	0	0	0	0	0	0	24165882	0
VPS3	SNX4	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.467	0.000	0	0	0	0	0	0	0	0	24165882	0
VPS3	VPS25	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.528	0.000	0	0	0	0	0	0	0	0	24165882	0
VPS3	VPS36	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.970	0.000	0	0	0	0	0	0	0	0	24165882	0
VPS3	SNF8	0.000	0.931	0.000	0.000	0.000	0.000	0.000	0.000	0.528	0.000	0	20093466	0	0	0	0	0	0	24165882	0
VPS3	MSN4	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.045	0.000	0	0	0	0	0	0	0	0	24165882	0
VPS3	SKS1	0.733	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	23826764	0	0	0	0	0	0	0	0	0
VPS3	VMA1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.076	0.000	0	0	0	0	0	0	0	0	24165882	0
VPS3	CBK1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.206	0.000	0	0	0	0	0	0	0	0	24165882	0
VPS3	SNF1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.106	0.000	0	0	0	0	0	0	0	0	24165882	0
VPS3	VPS51	0.571	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.398	0.000	21931566	0	0	0	0	0	0	0	24165882	0
VPS3	NNK1	0.351	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	19158363	0	0	0	0	0	0	0	0	0
VPS3	YAK1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.247	0.000	0	0	0	0	0	0	0	0	24165882	0
VPS3	YKL100C	0.000	0.425	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	20093466	0	0	0	0	0	0	0	0
VPS3	PRB1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.166	0.000	0	0	0	0	0	0	0	0	24165882	0
VPS3	KES1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.375	0.000	0	0	0	0	0	0	0	0	24165882	0
VPS3	GAL7	0.012	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Stanford Microarray Database Cell Cycle	0	0	0	0	0	0	0	0	0
VPS3	FAB1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.879	0.000	0	0	0	0	0	0	0	0	24165882	0
VPS3	VMA2	0.000	0.000	0.028	0.000	0.000	0.000	0.000	0.000	0.206	0.000	0	0	16429126	0	0	0	0	0	24165882	0
VPS3	DOA4	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.214	0.000	0	0	0	0	0	0	0	0	24165882	0
VPS3	DOA1	0.174	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	19158363	0	0	0	0	0	0	0	0	0
VPS3	BRO1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.894	0.000	0	0	0	0	0	0	0	0	24165882	0
VPS3	YPT52	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.838	0	0	0	0	0	0	0	0	0	24165882
VPS3	VPS13	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.497	0.000	0	0	0	0	0	0	0	0	24165882	0
VPS3	SFT2	0.451	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Stanford Microarray Database Cell Cycle	0	0	0	0	0	0	0	0	0
VPS3	VPS29	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.916	0.000	0	0	0	0	0	0	0	0	24165882	0
VPS3	YDL199C	0.505	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	19158363	0	0	0	0	0	0	0	0	0
VPS3	PEP8	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.926	0.000	0	0	0	0	0	0	0	0	24165882	0
VPS3	VPS38	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.841	0.000	0	0	0	0	0	0	0	0	24165882	0
VPS3	VPS4	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.000	0.000	0	0	0	0	0	0	0	0	24165882	0
VPS3	VAM7	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.375	0.000	0	0	0	0	0	0	0	0	24165882	0
VPS3	UBX3	0.747	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	19158363	0	0	0	0	0	0	0	0	0
VPS3	SAC1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.623	0.000	0	0	0	0	0	0	0	0	24165882	0
YPT7	VPS9	0.000	0.703	0.000	0.000	0.000	0.000	0.000	0.000	0.641	0.000	0	20526336	0	0	0	0	0	0	24165882	0
YPT7	CLA4	0.000	0.735	0.000	0.000	0.000	0.000	0.050	0.000	0.000	0.000	0	20526336	0	0	0	0	12499311	0	0	0
YPT7	VPS21	0.000	0.904	0.831	0.980	0.000	0.000	0.299	0.000	0.914	0.595	0	20526336	11805837	24165882	0	0	12499311	0	24165882	24165882
YPT7	ATG8	0.000	0.063	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	21987634	0	0	0	0	0	0	0	0
YPT7	SEC18	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.731	0.000	0	0	0	0	0	0	0	0	24165882	0
YPT7	ATG12	0.083	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	22558379	0	0	0	0	0	0	0	0	0
YPT7	ATG1	0.000	0.226	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	20093466	0	0	0	0	0	0	0	0
YPT7	ATG5	0.000	0.230	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	20093466	0	0	0	0	0	0	0	0
YPT7	YPT1	0.000	0.000	0.934	0.980	0.000	0.000	0.848	0.000	0.787	0.000	0	0	11805837	24165882	0	0	12499311	0	24165882	0
YPT7	VPS30	0.000	0.700	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	20093466	0	0	0	0	0	0	0	0
YPT7	CDC48	0.000	0.237	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	21987634	0	0	0	0	0	0	0	0
YPT7	CCZ1	0.000	0.988	0.000	0.000	0.000	0.000	0.000	0.000	0.912	0.887	0	20093466	0	0	0	0	0	0	24165882	24165882
YPT7	VAM3	0.000	0.976	0.000	0.000	0.000	0.000	0.000	0.000	0.504	0.646	0	20093466	0	0	0	0	0	0	24165882	24165882
YPT7	ARF3	0.000	0.766	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	20526336	0	0	0	0	0	0	0	0
YPT7	RIC1	0.000	0.669	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	20526336	0	0	0	0	0	0	0	0
YPT7	VPS8	0.000	0.797	0.000	0.000	0.000	0.000	0.000	0.000	0.575	0.000	0	20526336	0	0	0	0	0	0	24165882	0
YPT7	VPS27	0.000	0.590	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	20093466	0	0	0	0	0	0	0	0
YPT7	TLG2	0.000	0.656	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	20526336	0	0	0	0	0	0	0	0
YPT7	SEC17	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.802	0.516	0	0	0	0	0	0	0	0	24165882	24165882
YPT7	SEC24	0.000	0.163	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	21987634	0	0	0	0	0	0	0	0
YPT7	PEP3	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.484	0.721	0	0	0	0	0	0	0	0	24165882	24165882
YPT7	PEP5	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.789	0.743	0	0	0	0	0	0	0	0	24165882	24165882
YPT7	ARL3	0.000	0.718	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	20526336	0	0	0	0	0	0	0	0
YPT7	SSD1	0.000	0.307	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	21987634	0	0	0	0	0	0	0	0
YPT7	CYS4	0.000	0.021	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	21987634	0	0	0	0	0	0	0	0
YPT7	REG1	0.079	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	22558379	0	0	0	0	0	0	0	0	0
YPT7	GIS1	0.000	0.081	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	21987634	0	0	0	0	0	0	0	0
YPT7	KIP3	0.000	0.943	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	21987634	0	0	0	0	0	0	0	0
YPT7	SLT2	0.000	0.728	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	20526336	0	0	0	0	0	0	0	0
YPT7	STE11	0.000	0.000	0.544	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	0	11805837	0	0	0	0	0	0	0
YPT7	SHO1	0.000	0.688	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	20526336	0	0	0	0	0	0	0	0
YPT7	TOF2	0.000	0.053	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	21987634	0	0	0	0	0	0	0	0
YPT7	UBI4	0.000	0.813	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.053	0	20093466	0	0	0	0	0	0	0	24165882
YPT7	VPS1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.265	0.000	0	0	0	0	0	0	0	0	24165882	0
YPT7	FIS1	0.000	0.117	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	21987634	0	0	0	0	0	0	0	0
YPT7	ELM1	0.000	0.703	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	20526336	0	0	0	0	0	0	0	0
YPT7	TPK1	0.000	0.000	0.498	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	0	11805837	0	0	0	0	0	0	0
YPT7	COG7	0.000	0.790	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	20526336	0	0	0	0	0	0	0	0
YPT7	COG6	0.000	0.717	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	20526336	0	0	0	0	0	0	0	0
YPT7	COG5	0.000	0.716	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	20526336	0	0	0	0	0	0	0	0
YPT7	RAS2	0.000	0.000	0.000	0.000	0.000	0.000	0.821	0.000	0.000	0.000	0	0	0	0	0	0	12499311	0	0	0
YPT7	ATG34	0.000	0.000	0.194	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	0	22940862	0	0	0	0	0	0	0
YPT7	PEP4	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.201	0.000	0	0	0	0	0	0	0	0	24165882	0
YPT7	MON1	0.000	0.991	0.000	0.000	0.000	0.000	0.000	0.000	0.853	0.000	0	20093466	0	0	0	0	0	0	24165882	0
YPT7	YPT31	0.765	0.705	0.949	0.980	0.000	0.000	0.956	0.000	0.560	0.000	22558379	20526336	11805837	24165882	0	0	12499311	0	24165882	0
YPT7	SEC4	0.090	0.000	0.938	0.980	0.000	0.000	0.919	0.000	0.883	0.000	22558379	0	11805837	24165882	0	0	12499311	0	24165882	0
YPT7	YPT32	0.000	0.000	0.953	0.980	0.000	0.000	0.935	0.000	0.575	0.000	0	0	11805837	24165882	0	0	12499311	0	24165882	0
YPT7	SEC2	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.248	0.000	0	0	0	0	0	0	0	0	24165882	0
